url,path,category,action,target_url,notes
https://zhongsai-steelstructure.com/zh/products/materials/coating-system,/zh/products/materials/coating-system,OLD_MATERIALS_PAGE,EVALUATE_301,,旧材料页，评估是否301到Components
https://zhongsai-steelstructure.com/en/blog/products/steel-structure-supplier-mexico-guide.html,/en/blog/products/steel-structure-supplier-mexico-guide.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/zh/countries/bangladesh,/zh/countries/bangladesh,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/blog/prefab-steel-factory-building-cost-guide.html,/blog/prefab-steel-factory-building-cost-guide.html,OLD_BLOG_PAGE_HTML,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/zh/countries/South,/zh/countries/South,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/zh/steel-building-solutions/blog/index.html,/zh/steel-building-solutions/blog/index.html,OLD_BLOG_PAGE_HTML,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/en/countries/zh/contact.html,/en/countries/zh/contact.html,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/en/countries/en/products.html,/en/countries/en/products.html,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/zh/blog/steel-structure-export-packaging-container-loading-guide,/zh/blog/steel-structure-export-packaging-container-loading-guide,OLD_BLOG_PAGE_OLD_SLUG,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/countries/south-africa.html,/countries/south-africa.html,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/zh/blog/steel-structure-vs-concrete-comparison,/zh/blog/steel-structure-vs-concrete-comparison,OLD_BLOG_PAGE_OLD_SLUG,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/products/steel-school-building.html,/products/steel-school-building.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/zh/products/materials/terms.html,/zh/products/materials/terms.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/zh/blog/how-to-import-steel-structure-from-china-to-africa,/zh/blog/how-to-import-steel-structure-from-china-to-africa,OLD_BLOG_PAGE_OLD_SLUG,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/en/countries/en/terms.html,/en/countries/en/terms.html,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/countries/malaysia.html,/countries/malaysia.html,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/en/countries/Mexico,/en/countries/Mexico,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/steel-buildings.html,/steel-buildings.html,UNKNOWN_OLD_URL,KEEP_404,,
https://zhongsai-steelstructure.com/products/commercial-public.html,/products/commercial-public.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/en/blog/steel-workshop-cost-factory-building-price.html,/en/blog/steel-workshop-cost-factory-building-price.html,OLD_BLOG_PAGE_HTML,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/blog/how-to-choose-steel-structure-manufacturer-china.html,/blog/how-to-choose-steel-structure-manufacturer-china.html,OLD_BLOG_PAGE_HTML,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/en/blog/how-much-does-steel-structure-warehouse-cost.html,/en/blog/how-much-does-steel-structure-warehouse-cost.html,OLD_BLOG_PAGE_HTML,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/zh/projects/terms.html,/zh/projects/terms.html,OLD_PROJECT_PAGE,EVALUATE_410_OR_MIGRATE,,旧项目页，区分真实项目和生成项目
https://zhongsai-steelstructure.com/zh/steel-buildings.html,/zh/steel-buildings.html,UNKNOWN_OLD_URL,KEEP_404,,
https://zhongsai-steelstructure.com/en/countries/Thailand,/en/countries/Thailand,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/en/countries/Malaysia,/en/countries/Malaysia,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/zh/countries/Malaysia,/zh/countries/Malaysia,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/countries/en/index.html,/countries/en/index.html,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/zh/countries/Mexico,/zh/countries/Mexico,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/zh/blog/prefab-steel-building-roof-systems-comparison,/zh/blog/prefab-steel-building-roof-systems-comparison,OLD_BLOG_PAGE_OLD_SLUG,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/en/blog/gangjiegou-anzhuang-zhinan-haiwai,/en/blog/gangjiegou-anzhuang-zhinan-haiwai,OLD_BLOG_PAGE_OLD_SLUG,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/zh/countries/Brazil,/zh/countries/Brazil,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/blog/steel-structure-corrosion-protection-guide.html,/blog/steel-structure-corrosion-protection-guide.html,OLD_BLOG_PAGE_HTML,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/en/blog/products/steel-structure-supplier-saudi-arabia-guide.html,/en/blog/products/steel-structure-supplier-saudi-arabia-guide.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/en/countries/Brazil,/en/countries/Brazil,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/countries/peru.html,/countries/peru.html,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/countries/brazil.html,/countries/brazil.html,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/blog/steel-structure-supplier-philippines-guide.html,/blog/steel-structure-supplier-philippines-guide.html,OLD_BLOG_PAGE_HTML,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/projects/ethiopia-textile-factory.html,/projects/ethiopia-textile-factory.html,OLD_PROJECT_PAGE,EVALUATE_410_OR_MIGRATE,,旧项目页，区分真实项目和生成项目
https://zhongsai-steelstructure.com/products/steel-office-building.html,/products/steel-office-building.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/zh/solutions/agriculture.html,/zh/solutions/agriculture.html,OLD_SOLUTIONS_PAGE,EVALUATE_301,,旧解决方案页，评估是否301到Products
https://zhongsai-steelstructure.com/en/products/terms.html,/en/products/terms.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/en/blog/products/steel-workshop-cost-factory-building-price.html,/en/blog/products/steel-workshop-cost-factory-building-price.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/products/steel-sports-arena.html,/products/steel-sports-arena.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/products/steel-warehouse.html,/products/steel-warehouse.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/steel-building-solutions/energy.html,/steel-building-solutions/energy.html,OLD_SOLUTIONS_PAGE,EVALUATE_301,,旧解决方案页，评估是否301到Products
https://zhongsai-steelstructure.com/projects/china-huarun-center.html,/projects/china-huarun-center.html,OLD_PROJECT_PAGE,EVALUATE_410_OR_MIGRATE,,旧项目页，区分真实项目和生成项目
https://zhongsai-steelstructure.com/products/structural-steel-components.html,/products/structural-steel-components.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/steel-building-solutions/agriculture.html,/steel-building-solutions/agriculture.html,OLD_SOLUTIONS_PAGE,EVALUATE_301,,旧解决方案页，评估是否301到Products
https://zhongsai-steelstructure.com/en/zh/steel-equipment-platform.html,/en/zh/steel-equipment-platform.html,UNKNOWN_OLD_URL,KEEP_404,,
https://zhongsai-steelstructure.com/countries/index.html,/countries/index.html,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/solutions/commercial.html,/solutions/commercial.html,OLD_SOLUTIONS_PAGE,EVALUATE_301,,旧解决方案页，评估是否301到Products
https://zhongsai-steelstructure.com/services/steel-structure-export.html,/services/steel-structure-export.html,UNKNOWN_OLD_URL,KEEP_404,,
https://zhongsai-steelstructure.com/products/materials.html,/products/materials.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/solutions/mining.html,/solutions/mining.html,OLD_SOLUTIONS_PAGE,EVALUATE_301,,旧解决方案页，评估是否301到Products
https://zhongsai-steelstructure.com/projects/nigeria-logistics-warehouse.html,/projects/nigeria-logistics-warehouse.html,OLD_PROJECT_PAGE,EVALUATE_410_OR_MIGRATE,,旧项目页，区分真实项目和生成项目
https://zhongsai-steelstructure.com/products/custom-engineering.html,/products/custom-engineering.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/steel-building-solutions/manufacturing.html,/steel-building-solutions/manufacturing.html,OLD_SOLUTIONS_PAGE,EVALUATE_301,,旧解决方案页，评估是否301到Products
https://zhongsai-steelstructure.com/blog/steel-structure-design-standards-guide.html,/blog/steel-structure-design-standards-guide.html,OLD_BLOG_PAGE_HTML,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/projects/vietnam-logistics-center.html,/projects/vietnam-logistics-center.html,OLD_PROJECT_PAGE,EVALUATE_410_OR_MIGRATE,,旧项目页，区分真实项目和生成项目
https://zhongsai-steelstructure.com/solutions/agriculture.html,/solutions/agriculture.html,OLD_SOLUTIONS_PAGE,EVALUATE_301,,旧解决方案页，评估是否301到Products
https://zhongsai-steelstructure.com/services/structural-steel-detailing.html,/services/structural-steel-detailing.html,UNKNOWN_OLD_URL,KEEP_404,,
https://zhongsai-steelstructure.com/products/steel-workshop.html,/products/steel-workshop.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/countries/ethiopia.html,/countries/ethiopia.html,OLD_COUNTRY_PAGE,KEEP_404_OR_410,,旧国家页，V2尚未启动国家页策略
https://zhongsai-steelstructure.com/blog/q355b-vs-q235b-steel-grade-comparison.html,/blog/q355b-vs-q235b-steel-grade-comparison.html,OLD_BLOG_PAGE_HTML,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/en/projects/South,/en/projects/South,OLD_PROJECT_PAGE,EVALUATE_410_OR_MIGRATE,,旧项目页，区分真实项目和生成项目
https://zhongsai-steelstructure.com/en/blog/zhongguo-gangjiegou-changjia-paiming.html,/en/blog/zhongguo-gangjiegou-changjia-paiming.html,OLD_BLOG_PAGE_HTML,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/en/blog/gangjiegou-changfang-zaojia-zhinan.html,/en/blog/gangjiegou-changfang-zaojia-zhinan.html,OLD_BLOG_PAGE_HTML,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/en/zh/steel-workshop-processing.html,/en/zh/steel-workshop-processing.html,UNKNOWN_OLD_URL,KEEP_404,,
https://zhongsai-steelstructure.com/en/projects/Philippines-mining-steel-structure.html,/en/projects/Philippines-mining-steel-structure.html,OLD_PROJECT_PAGE,EVALUATE_410_OR_MIGRATE,,旧项目页，区分真实项目和生成项目
https://zhongsai-steelstructure.com/blog/products/industrial.html,/blog/products/industrial.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/en/products/about.html,/en/products/about.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/en/steel-buildings.html,/en/steel-buildings.html,UNKNOWN_OLD_URL,KEEP_404,,
https://zhongsai-steelstructure.com/zh/blog/products/steel-warehouse-supplier-nigeria-guide.html,/zh/blog/products/steel-warehouse-supplier-nigeria-guide.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/en/projects/Mexico-mining-steel-structure.html,/en/projects/Mexico-mining-steel-structure.html,OLD_PROJECT_PAGE,EVALUATE_410_OR_MIGRATE,,旧项目页，区分真实项目和生成项目
https://zhongsai-steelstructure.com/zh/steel-building-solutions/en/index.html,/zh/steel-building-solutions/en/index.html,OLD_SOLUTIONS_PAGE,EVALUATE_301,,旧解决方案页，评估是否301到Products
https://zhongsai-steelstructure.com/zh/zh/blog/index.html,/zh/zh/blog/index.html,OLD_BLOG_PAGE_HTML,EVALUATE_301_OR_MIGRATE,,旧博客页，评估是否迁移或301到相关新文章
https://zhongsai-steelstructure.com/zh/zh/en/index.html,/zh/zh/en/index.html,UNKNOWN_OLD_URL,KEEP_404,,
https://zhongsai-steelstructure.com/en/zh/en/index.html,/en/zh/en/index.html,UNKNOWN_OLD_URL,KEEP_404,,
https://zhongsai-steelstructure.com/zh/steel-building-solutions/products.html,/zh/steel-building-solutions/products.html,OLD_SOLUTIONS_PAGE,EVALUATE_301,,旧解决方案页，评估是否301到Products
https://zhongsai-steelstructure.com/zh/blog/products/steel-structure-cost-per-square-meter.html,/zh/blog/products/steel-structure-cost-per-square-meter.html,OLD_PRODUCT_PAGE_HTML,EVALUATE_301,,旧产品页，评估是否有对应V2产品页
https://zhongsai-steelstructure.com/zh/steel-building-solutions/contact.html,/zh/steel-building-solutions/contact.html,OLD_UTILITY_PAGE_HTML,KEEP_404,,旧法律/工具页，V2已有对应页面
https://zhongsai-steelstructure.com/en/zh/products.html,/en/zh/products.html,UNKNOWN_OLD_URL,KEEP_404,,
https://zhongsai-steelstructure.com/zh/steel-building-solutions/privacy.html,/zh/steel-building-solutions/privacy.html,OLD_LEGAL_PAGE_HTML,KEEP_404,,旧法律/工具页，V2已有对应页面
https://zhongsai-steelstructure.com/en/steel-building-solutions/terms.html,/en/steel-building-solutions/terms.html,OLD_LEGAL_PAGE_HTML,KEEP_404,,旧法律/工具页，V2已有对应页面
https://zhongsai-steelstructure.com/en/zh/projects.html,/en/zh/projects.html,UNKNOWN_OLD_URL,KEEP_404,,
