old_url,path,page_type,migration_status,title,language
https://zhongsai-steelstructure.com/en/blog/steel-structure-foundation-design-guide,/en/blog/steel-structure-foundation-design-guide,blog,MIGRATE_CONTENT,Steel Structure Foundation Design: Complete Guide for Industrial Buildings,EN
https://zhongsai-steelstructure.com/en/blog/steel-structure-project-timeline-guide,/en/blog/steel-structure-project-timeline-guide,blog,MIGRATE_CONTENT,Steel Structure Project Timeline: From Order to Installation Complete Guide,EN
https://zhongsai-steelstructure.com/en/blog/steel-structure-supplier-indonesia-guide,/en/blog/steel-structure-supplier-indonesia-guide,blog,MIGRATE_CONTENT,Steel Structure Supplier Indonesia: Complete Sourcing Guide 2026,EN
https://zhongsai-steelstructure.com/en/blog/steel-structure-supplier-malaysia-guide,/en/blog/steel-structure-supplier-malaysia-guide,blog,MIGRATE_CONTENT,Steel Structure Supplier Malaysia: Complete 2026 Buyer Guide,EN
https://zhongsai-steelstructure.com/en/blog/steel-structure-supplier-mexico-guide,/en/blog/steel-structure-supplier-mexico-guide,blog,MIGRATE_CONTENT,Steel Structure Supplier Mexico: Complete 2026 Buyer Guide,EN
https://zhongsai-steelstructure.com/en/blog/steel-structure-supplier-philippines-guide,/en/blog/steel-structure-supplier-philippines-guide,blog,MIGRATE_CONTENT,Steel Structure Supplier Philippines: Complete 2026 Buyer Guide,EN
https://zhongsai-steelstructure.com/en/blog/steel-structure-supplier-saudi-arabia-guide,/en/blog/steel-structure-supplier-saudi-arabia-guide,blog,MIGRATE_CONTENT,Steel Structure Supplier Saudi Arabia: Complete Sourcing Guide 2026,EN
https://zhongsai-steelstructure.com/en/blog/steel-structure-supplier-thailand-guide,/en/blog/steel-structure-supplier-thailand-guide,blog,MIGRATE_CONTENT,Steel Structure Supplier Thailand: Complete 2026 Buyer Guide,EN
https://zhongsai-steelstructure.com/en/blog/steel-structure-supplier-uae-dubai-guide,/en/blog/steel-structure-supplier-uae-dubai-guide,blog,MIGRATE_CONTENT,Steel Structure Supplier UAE/Dubai: Complete 2026 Buyer Guide,EN
https://zhongsai-steelstructure.com/en/blog/steel-structure-vs-concrete-building-cost-comparison,/en/blog/steel-structure-vs-concrete-building-cost-comparison,blog,MIGRATE_CONTENT,Steel Structure vs Concrete Building: Cost Comparison and Which is Better,EN
https://zhongsai-steelstructure.com/en/blog/steel-structure-vs-concrete-comparison,/en/blog/steel-structure-vs-concrete-comparison,blog,MIGRATE_CONTENT,"Steel Structure vs Concrete: Cost, Speed, Durability Complete Comparison",EN
https://zhongsai-steelstructure.com/en/blog/steel-structure-wind-load-design-guide,/en/blog/steel-structure-wind-load-design-guide,blog,MIGRATE_CONTENT,Steel Structure Wind Load Design: Global Wind Zone Complete Guide,EN
https://zhongsai-steelstructure.com/en/blog/steel-warehouse-cost-complete-guide,/en/blog/steel-warehouse-cost-complete-guide,blog,MIGRATE_CONTENT,Steel Warehouse Cost: Complete 2026 Price Guide from China,EN
https://zhongsai-steelstructure.com/en/blog/steel-warehouse-supplier-nigeria-guide,/en/blog/steel-warehouse-supplier-nigeria-guide,blog,MIGRATE_CONTENT,Steel Warehouse Supplier Nigeria: Complete Sourcing Guide 2026,EN
https://zhongsai-steelstructure.com/en/blog/top-10-steel-structure-manufacturers-in-china,/en/blog/top-10-steel-structure-manufacturers-in-china,blog,MIGRATE_CONTENT,Top 10 Steel Structure Manufacturers in China: How to Choose the Right One,EN
https://zhongsai-steelstructure.com/en/components/steel-purlins,/en/components/steel-purlins,component,MERGE_301,C & Z Steel Purlins for Steel Buildings | ZhongSai,EN
https://zhongsai-steelstructure.com/en/components/steel-trusses,/en/components/steel-trusses,component,MERGE_301,Custom Steel Truss Manufacturer & Fabrication | ZhongSai,EN
https://zhongsai-steelstructure.com/en/countries/,/en/countries/,country,MIGRATE_CONTENT,Steel Structure by Country | ZhongSai Steel Structure Export Destinations,EN
https://zhongsai-steelstructure.com/en/countries/indonesia,/en/countries/indonesia,country,MIGRATE_CONTENT,Steel Structure Supplier Indonesia | Prefab Steel Building Manufacturer China,EN
https://zhongsai-steelstructure.com/en/countries/kenya,/en/countries/kenya,country,MIGRATE_CONTENT,Kenya Steel Structure Supplier | Prefab Steel Buildings from China,EN
https://zhongsai-steelstructure.com/en/countries/nigeria,/en/countries/nigeria,country,MIGRATE_CONTENT,Steel Structure Supplier Nigeria | Prefab Warehouse & Factory Manufacturer China,EN
https://zhongsai-steelstructure.com/en/countries/saudi-arabia,/en/countries/saudi-arabia,country,MIGRATE_CONTENT,Steel Structure Manufacturer Saudi Arabia | Prefab Factory & Warehouse Supplier,EN
https://zhongsai-steelstructure.com/en/countries/vietnam,/en/countries/vietnam,country,MIGRATE_CONTENT,Vietnam Steel Structure Supplier | Prefab Steel Buildings from China,EN
https://zhongsai-steelstructure.com/en/projects/brazil-chinese-supermarket,/en/projects/brazil-chinese-supermarket,project,MIGRATE_CONTENT,Brazil Chinese Supermarket Steel Structure Project,EN
https://zhongsai-steelstructure.com/en/projects/dubai-industrial-warehouse,/en/projects/dubai-industrial-warehouse,project,MIGRATE_CONTENT,"Industrial Warehouse — Dubai, UAE | ZhongSai Steel Structure",EN
https://zhongsai-steelstructure.com/en/projects/ethiopia-textile-factory,/en/projects/ethiopia-textile-factory,project,MIGRATE_CONTENT,"Large Textile Manufacturing Factory in Addis Ababa, Ethiopia | ZhongSai Steel Structure",EN
https://zhongsai-steelstructure.com/en/projects/indonesia-mining-steel-structure,/en/projects/indonesia-mining-steel-structure,project,MIGRATE_CONTENT,Indonesia Mining Plant Steel Structure Project,EN
https://zhongsai-steelstructure.com/en/projects/kenya-dairy-farm-complex,/en/projects/kenya-dairy-farm-complex,project,MIGRATE_CONTENT,"Dairy Farm Complex (Milking Parlor, Feed Storage, Cow Barn) in Nairobi, Kenya | ZhongSai Steel Structure",EN
https://zhongsai-steelstructure.com/en/projects/malaysia-commercial-complex,/en/projects/malaysia-commercial-complex,project,MIGRATE_CONTENT,"Commercial Complex — Kuala Lumpur, Malaysia | ZhongSai Steel Structure",EN
https://zhongsai-steelstructure.com/en/projects/mexico-appliance-factory,/en/projects/mexico-appliance-factory,project,MIGRATE_CONTENT,"Appliance Factory — Monterrey, Mexico | ZhongSai Steel Structure",EN
https://zhongsai-steelstructure.com/en/projects/oman-oil-equipment-workshop,/en/projects/oman-oil-equipment-workshop,project,MIGRATE_CONTENT,"Oil Equipment Workshop — Sohar, Oman | ZhongSai Steel Structure",EN
https://zhongsai-steelstructure.com/en/projects/peru-mining-workshop,/en/projects/peru-mining-workshop,project,MIGRATE_CONTENT,"Heavy Mining Equipment Workshop with 30-ton Crane in Lima, Peru | ZhongSai Steel Structure",EN
https://zhongsai-steelstructure.com/en/projects/philippines-food-processing-plant,/en/projects/philippines-food-processing-plant,project,MIGRATE_CONTENT,"Food Processing Plant — Manila, Philippines | ZhongSai Steel Structure",EN
https://zhongsai-steelstructure.com/en/projects/south-africa-auto-parts-factory,/en/projects/south-africa-auto-parts-factory,project,MIGRATE_CONTENT,"Automotive Parts Manufacturing Factory with 10-ton Crane in Johannesburg, South Africa | ZhongSai Steel Structure",EN
https://zhongsai-steelstructure.com/en/projects/tanzania-grain-storage-warehouse,/en/projects/tanzania-grain-storage-warehouse,project,MIGRATE_CONTENT,"Grain Storage Warehouse — Dar es Salaam, Tanzania | ZhongSai Steel Structure",EN
https://zhongsai-steelstructure.com/en/projects/vietnam-ecommerce-logistics-center,/en/projects/vietnam-ecommerce-logistics-center,project,MIGRATE_CONTENT,"E-commerce Logistics Warehouse with 12m Eave Height in Ho Chi Minh City, Vietnam | ZhongSai Steel Structure",EN
https://zhongsai-steelstructure.com/en/steel-mining-factory,/en/steel-mining-factory,application,MIGRATE_CONTENT,Steel Structures for Mining & Heavy Industrial Projects | ZhongSai,EN
https://zhongsai-steelstructure.com/en/steel-supermarket-mall,/en/steel-supermarket-mall,application,MIGRATE_CONTENT,Steel Structures for Commercial & Public Buildings | ZhongSai,EN
https://zhongsai-steelstructure.com/faq,/faq,resource,MIGRATE_CONTENT,FAQ - Steel Structure Export from China | ZhongSai Steel Structure,OTHER
https://zhongsai-steelstructure.com/zh/blog/,/zh/blog/,blog,MIGRATE_CONTENT,钢结构博客 | 行业洞察、指南和成本分析 - 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/blog/astm-vs-gb-steel-grades-comparison,/zh/blog/astm-vs-gb-steel-grades-comparison,blog,MIGRATE_CONTENT,ASTM vs GB钢材牌号完全对比：钢结构出口选材指南,ZH
https://zhongsai-steelstructure.com/zh/blog/gangjiegou-anzhuang-zhinan-haiwai,/zh/blog/gangjiegou-anzhuang-zhinan-haiwai,blog,MIGRATE_CONTENT,海外钢结构安装完整指南：从基础验收到竣工验收的技术实操手册,ZH
https://zhongsai-steelstructure.com/zh/blog/gangjiegou-changfang-zaojia-zhinan,/zh/blog/gangjiegou-changfang-zaojia-zhinan,blog,MIGRATE_CONTENT,钢结构厂房造价完整指南：2026年吊车配置、跨度与成本深度分析,ZH
https://zhongsai-steelstructure.com/zh/blog/gangjiegou-vs-hunningtu-chengben-duibi,/zh/blog/gangjiegou-vs-hunningtu-chengben-duibi,blog,MIGRATE_CONTENT,钢结构vs混凝土：2026年全生命周期成本、速度与适用场景深度对比,ZH
https://zhongsai-steelstructure.com/zh/blog/how-to-buy-steel-buildings-from-china,/zh/blog/how-to-buy-steel-buildings-from-china,blog,MIGRATE_CONTENT,如何从中国采购钢结构建筑：2026年完整买家指南,ZH
https://zhongsai-steelstructure.com/zh/blog/how-to-choose-steel-structure-manufacturer-china,/zh/blog/how-to-choose-steel-structure-manufacturer-china,blog,MIGRATE_CONTENT,如何选择中国钢结构厂家：2026年海外买家完整评估指南,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-structure-corrosion-protection-guide,/zh/blog/steel-structure-corrosion-protection-guide,blog,MIGRATE_CONTENT,钢结构防腐保护完全指南：油漆 vs 热镀锌 vs 耐候钢,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-structure-cost-per-square-meter,/zh/blog/steel-structure-cost-per-square-meter,blog,MIGRATE_CONTENT,钢结构每平米造价详解：2026年最新价格与影响因素,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-structure-design-standards-guide,/zh/blog/steel-structure-design-standards-guide,blog,MIGRATE_CONTENT,钢结构设计标准完全指南：GB、ASTM、EN、AS全球标准对比,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-structure-foundation-design-guide,/zh/blog/steel-structure-foundation-design-guide,blog,MIGRATE_CONTENT,钢结构基础设计完全指南：独立基础、条形基础、桩基础选型与施工,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-structure-project-timeline-guide,/zh/blog/steel-structure-project-timeline-guide,blog,MIGRATE_CONTENT,钢结构项目时间线完全指南：从询价到竣工的全流程周期,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-indonesia-guide,/zh/blog/steel-structure-supplier-indonesia-guide,blog,MIGRATE_CONTENT,印尼钢结构供应商采购完全指南：从询价到安装,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-malaysia-guide,/zh/blog/steel-structure-supplier-malaysia-guide,blog,MIGRATE_CONTENT,马来西亚钢结构采购完全指南：东南亚市场实战攻略,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-mexico-guide,/zh/blog/steel-structure-supplier-mexico-guide,blog,MIGRATE_CONTENT,墨西哥钢结构采购完全指南：拉美市场实战攻略,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-philippines-guide,/zh/blog/steel-structure-supplier-philippines-guide,blog,MIGRATE_CONTENT,菲律宾钢结构采购完全指南：东南亚群岛国家实战攻略,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-saudi-arabia-guide,/zh/blog/steel-structure-supplier-saudi-arabia-guide,blog,MIGRATE_CONTENT,沙特阿拉伯钢结构采购完全指南：中东市场实战攻略,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-thailand-guide,/zh/blog/steel-structure-supplier-thailand-guide,blog,MIGRATE_CONTENT,泰国钢结构采购完全指南：东南亚市场实战攻略,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-structure-supplier-uae-dubai-guide,/zh/blog/steel-structure-supplier-uae-dubai-guide,blog,MIGRATE_CONTENT,阿联酋（迪拜）钢结构采购完全指南：中东高端市场实战攻略,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-structure-wind-load-design-guide,/zh/blog/steel-structure-wind-load-design-guide,blog,MIGRATE_CONTENT,钢结构风荷载设计完全指南：各国规范、参数取值、设计要点,ZH
https://zhongsai-steelstructure.com/zh/blog/steel-warehouse-supplier-nigeria-guide,/zh/blog/steel-warehouse-supplier-nigeria-guide,blog,MIGRATE_CONTENT,尼日利亚钢结构仓库采购完全指南：西非市场实战攻略,ZH
https://zhongsai-steelstructure.com/zh/blog/top-10-steel-structure-manufacturers-in-china,/zh/blog/top-10-steel-structure-manufacturers-in-china,blog,MIGRATE_CONTENT,中国十大钢结构厂家排名：2026年海外采购商选厂指南,ZH
https://zhongsai-steelstructure.com/zh/blog/zhongguo-gangjiegou-changjia-paiming,/zh/blog/zhongguo-gangjiegou-changjia-paiming,blog,MIGRATE_CONTENT,中国钢结构厂家排名2026：如何选择靠谱的钢结构出口商（附评估清单）,ZH
https://zhongsai-steelstructure.com/zh/components/steel-purlins,/zh/components/steel-purlins,component,MERGE_301,C型Z型钢檩条供应 | 钢结构厂房墙面屋面檩条 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/components/steel-trusses,/zh/components/steel-trusses,component,MERGE_301,钢结构桁架定制加工 | 大跨度屋架桁架制造厂家 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/countries/,/zh/countries/,country,MIGRATE_CONTENT,按国家分类 | 中赛钢构出口目的地,ZH
https://zhongsai-steelstructure.com/zh/countries/indonesia,/zh/countries/indonesia,country,MIGRATE_CONTENT,印度尼西亚钢结构供应商 | 中国预制钢结构建筑制造商,ZH
https://zhongsai-steelstructure.com/zh/countries/kenya,/zh/countries/kenya,country,MIGRATE_CONTENT,肯尼亚钢结构供应商 | 中国预制钢结构建筑出口,ZH
https://zhongsai-steelstructure.com/zh/countries/nigeria,/zh/countries/nigeria,country,MIGRATE_CONTENT,尼日利亚钢结构供应商 | 中国预制仓库工厂制造商,ZH
https://zhongsai-steelstructure.com/zh/countries/saudi-arabia,/zh/countries/saudi-arabia,country,MIGRATE_CONTENT,沙特阿拉伯钢结构制造商 | 预制厂房仓库供应商,ZH
https://zhongsai-steelstructure.com/zh/countries/vietnam,/zh/countries/vietnam,country,MIGRATE_CONTENT,越南钢结构供应商 | 中国预制钢结构建筑出口,ZH
https://zhongsai-steelstructure.com/zh/faq,/zh/faq,resource,MIGRATE_CONTENT,常见问题 - 中国钢结构出口 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/brazil-chinese-supermarket,/zh/projects/brazil-chinese-supermarket,project,MIGRATE_CONTENT,巴西华人超市钢结构项目 | 可按项目要求提供商业建筑出口案例 - 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/dubai-industrial-warehouse,/zh/projects/dubai-industrial-warehouse,project,MIGRATE_CONTENT,工业仓库 — 迪拜 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/ethiopia-textile-factory,/zh/projects/ethiopia-textile-factory,project,MIGRATE_CONTENT,大型纺织制造工厂 — 亚的斯亚贝巴，埃塞俄比亚 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/indonesia-mining-steel-structure,/zh/projects/indonesia-mining-steel-structure,project,MIGRATE_CONTENT,印尼选矿厂钢结构项目 | 可按项目要求提供矿山加工厂房出口案例 - 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/kenya-dairy-farm-complex,/zh/projects/kenya-dairy-farm-complex,project,MIGRATE_CONTENT,奶牛场综合体（挤奶厅、饲料库、牛舍） — 内罗毕，肯尼亚 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/malaysia-commercial-complex,/zh/projects/malaysia-commercial-complex,project,MIGRATE_CONTENT,公共商业综合体 — 吉隆坡 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/mexico-appliance-factory,/zh/projects/mexico-appliance-factory,project,MIGRATE_CONTENT,家电制造工厂 — 蒙特雷 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/oman-oil-equipment-workshop,/zh/projects/oman-oil-equipment-workshop,project,MIGRATE_CONTENT,石油设备维修车间 — 马斯喀特 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/peru-mining-workshop,/zh/projects/peru-mining-workshop,project,MIGRATE_CONTENT,秘鲁矿山车间钢结构项目 | 可按项目要求提供矿业厂房出口案例 - 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/philippines-food-processing-plant,/zh/projects/philippines-food-processing-plant,project,MIGRATE_CONTENT,食品加工厂房 — 马尼拉 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/south-africa-auto-parts-factory,/zh/projects/south-africa-auto-parts-factory,project,MIGRATE_CONTENT,汽车零部件制造工厂（配可按项目要求提供航车） — 约翰内斯堡，南非 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/tanzania-grain-storage-warehouse,/zh/projects/tanzania-grain-storage-warehouse,project,MIGRATE_CONTENT,粮食储备仓库 — 达累斯萨拉姆 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/vietnam-ecommerce-logistics-center,/zh/projects/vietnam-ecommerce-logistics-center,project,MIGRATE_CONTENT,电商物流仓储中心（12米檐高） — 胡志明市，越南 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/projects/vietnam-logistics-center,/zh/projects/vietnam-logistics-center,project,MIGRATE_CONTENT,越南物流中心钢结构项目 | 可按项目要求提供仓储物流出口案例 - 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/steel-mining-factory,/zh/steel-mining-factory,application,MIGRATE_CONTENT,矿业与重型工业钢结构解决方案 | 中赛钢构,ZH
https://zhongsai-steelstructure.com/zh/steel-supermarket-mall,/zh/steel-supermarket-mall,application,MIGRATE_CONTENT,商业与公共建筑钢结构解决方案 | 中赛钢构,ZH
