canonical_url,alternate_url,canonical_status,alternate_status,redirect_target,canonical_tag,title,h1,content_hash,alternate_content_hash,issue,action
https://zhongsai-steelstructure.com/en/projects/macau-city-of-dreams-phase2/,https://zhongsai-steelstructure.com/en/projects/macau-city-of-dreams-phase2,200,308,/en/projects/macau-city-of-dreams-phase2/,https://zhongsai-steelstructure.com/en/projects/macau-city-of-dreams-phase2/,Macau City of Dreams Phase 2 | ZhongSai Steel Structure Projects,Macau City of Dreams Phase 2,d3583cfa8a81,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/singapore-sats-bup-centre/,https://zhongsai-steelstructure.com/en/projects/singapore-sats-bup-centre,200,308,/en/projects/singapore-sats-bup-centre/,https://zhongsai-steelstructure.com/en/projects/singapore-sats-bup-centre/,Singapore Changi Airport SATS BUP Centre | ZhongSai Steel Structure Projects,Singapore Changi Airport SATS BUP Centre,5f584e907ec1,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/singapore-mcc-innocentre/,https://zhongsai-steelstructure.com/en/projects/singapore-mcc-innocentre,200,308,/en/projects/singapore-mcc-innocentre/,https://zhongsai-steelstructure.com/en/projects/singapore-mcc-innocentre/,Singapore MCC Innocentre | ZhongSai Steel Structure Projects,Singapore MCC Innocentre,4d8b4fad96e0,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/singapore-airport-t2-connect/,https://zhongsai-steelstructure.com/en/projects/singapore-airport-t2-connect,200,308,/en/projects/singapore-airport-t2-connect/,https://zhongsai-steelstructure.com/en/projects/singapore-airport-t2-connect/,Singapore Changi Airport T2 Connect | ZhongSai Steel Structure Projects,Singapore Changi Airport T2 Connect,940f7c4ba4e5,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/en/projects/singapore-sentosa-waterfront-hotel/,https://zhongsai-steelstructure.com/en/projects/singapore-sentosa-waterfront-hotel,200,308,/en/projects/singapore-sentosa-waterfront-hotel/,https://zhongsai-steelstructure.com/en/projects/singapore-sentosa-waterfront-hotel/,Singapore Sentosa Waterfront Hotel | ZhongSai Steel Structure Projects,Singapore Sentosa Waterfront Hotel,4e0544274740,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/,https://zhongsai-steelstructure.com/zh,200,308,/zh/,https://zhongsai-steelstructure.com/zh/,中赛钢构｜钢结构设计、深化、制造与出口交付,让钢结构项目从图纸走向现场,deae01f7f048,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/products/,https://zhongsai-steelstructure.com/zh/products,200,308,/zh/products/,https://zhongsai-steelstructure.com/zh/products/,钢结构解决方案｜按建筑应用分类｜工业厂房、仓库、农业、商业、交通、矿业｜中赛钢构,按项目应用选择钢结构解决方案,512bc84035d0,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/products/custom-engineering/,https://zhongsai-steelstructure.com/zh/products/custom-engineering,200,308,/zh/products/custom-engineering/,https://zhongsai-steelstructure.com/zh/products/custom-engineering/,海外项目钢结构按图加工与定制制造 | 中赛钢构,海外项目钢结构按图加工与定制制造,a062a0c89e2f,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/components/,https://zhongsai-steelstructure.com/zh/components,200,308,/zh/components/,https://zhongsai-steelstructure.com/zh/components/,钢构件与围护系统｜钢梁、钢柱、桁架、檩条、彩钢板｜中赛钢构,按图纸定制加工钢构件与围护系统,87ec40cf26b6,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/components/fabricated-steel-beams-columns/,https://zhongsai-steelstructure.com/zh/components/fabricated-steel-beams-columns,200,308,/zh/components/fabricated-steel-beams-columns/,https://zhongsai-steelstructure.com/zh/components/fabricated-steel-beams-columns/,钢梁与钢柱按图加工 | 定制钢结构构件 | 中赛钢构,按项目图纸加工的钢梁与钢柱,ff95d8a658da,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/components/roof-wall-cladding-systems/,https://zhongsai-steelstructure.com/zh/components/roof-wall-cladding-systems,200,308,/zh/components/roof-wall-cladding-systems/,https://zhongsai-steelstructure.com/zh/components/roof-wall-cladding-systems/,钢结构屋面与墙面围护系统 | 中赛钢构,钢结构建筑屋面与墙面围护系统,8060d4bcdc46,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/components/steel-trusses/,https://zhongsai-steelstructure.com/zh/components/steel-trusses,200,308,/zh/components/steel-trusses/,https://zhongsai-steelstructure.com/zh/components/steel-trusses/,钢桁架｜屋架桁架、管桁架、转换桁架按图纸定制加工｜中赛钢构,按图纸定制加工钢桁架,d643cf3c63e0,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/components/steel-purlins/,https://zhongsai-steelstructure.com/zh/components/steel-purlins,200,308,/zh/components/steel-purlins/,https://zhongsai-steelstructure.com/zh/components/steel-purlins/,钢檩条｜C型钢檩条与Z型钢檩条冷弯成型｜中赛钢构,C型钢与Z型钢檩条按项目规格冷弯成型,0988232a41b8,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/manufacturing-quality/,https://zhongsai-steelstructure.com/zh/manufacturing-quality,200,308,/zh/manufacturing-quality/,https://zhongsai-steelstructure.com/zh/manufacturing-quality/,钢结构制造与质量控制｜中赛钢构,钢结构制造与质量控制,52d0fe59b693,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/steel-workshop/,https://zhongsai-steelstructure.com/zh/steel-workshop,200,308,/zh/steel-workshop/,https://zhongsai-steelstructure.com/zh/steel-workshop/,钢结构工业厂房与生产车间 | 中赛钢构,钢结构工业厂房与生产车间,30ec301e16fe,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/steel-warehouse/,https://zhongsai-steelstructure.com/zh/steel-warehouse,200,308,/zh/steel-warehouse/,https://zhongsai-steelstructure.com/zh/steel-warehouse/,钢结构仓库与物流建筑 | 中赛钢构,钢结构仓库与物流建筑,92f2dd35f635,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/steel-mining-factory/,https://zhongsai-steelstructure.com/zh/steel-mining-factory,200,308,/zh/steel-mining-factory/,https://zhongsai-steelstructure.com/zh/steel-mining-factory/,矿业与重型工业钢结构解决方案 | 中赛钢构,矿业与重型工业钢结构解决方案,51981323bd55,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/services/structural-steel-detailing/,https://zhongsai-steelstructure.com/zh/services/structural-steel-detailing,200,308,/zh/services/structural-steel-detailing/,https://zhongsai-steelstructure.com/zh/services/structural-steel-detailing/,钢结构深化设计与加工图服务 | 中赛钢构,钢结构深化设计与加工图服务,b49b9fcdee8b,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/engineering-design/,https://zhongsai-steelstructure.com/zh/engineering-design,200,308,/zh/engineering-design/,https://zhongsai-steelstructure.com/zh/engineering-design/,钢结构建筑设计与制造衔接服务 | 中赛钢构,钢结构建筑设计与制造衔接服务,8687e0f05fdf,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/about/,https://zhongsai-steelstructure.com/zh/about,200,308,/zh/about/,https://zhongsai-steelstructure.com/zh/about/,关于中赛钢构 | 钢结构制造与出口供应商,面向海外项目的钢结构制造与出口供应,1edf169c0b08,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/contact/,https://zhongsai-steelstructure.com/zh/contact,200,308,/zh/contact/,https://zhongsai-steelstructure.com/zh/contact/,联系中赛钢构 | 项目询盘与报价需求,提交您的钢结构项目需求,3c9e136f6ed3,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/export-delivery/,https://zhongsai-steelstructure.com/zh/export-delivery,200,308,/zh/export-delivery/,https://zhongsai-steelstructure.com/zh/export-delivery/,钢结构出口交付 | 包装装柜与海外项目供应支持,钢结构制造后的出口供应与交付支持,a9fcae041342,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/privacy/,https://zhongsai-steelstructure.com/zh/privacy,200,308,/zh/privacy/,https://zhongsai-steelstructure.com/zh/privacy/,隐私政策 | 中赛钢构,隐私政策,c995dabd6424,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/terms/,https://zhongsai-steelstructure.com/zh/terms,200,308,/zh/terms/,https://zhongsai-steelstructure.com/zh/terms/,使用条款 | 中赛钢构,使用条款,56ac74f78126,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/projects/,https://zhongsai-steelstructure.com/zh/projects,200,308,/zh/projects/,https://zhongsai-steelstructure.com/zh/projects/,精选钢结构项目案例 | 中赛钢构制造参考,精选钢结构项目案例,02a05e1319f1,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/projects/zhanjiang-logistics-port/,https://zhongsai-steelstructure.com/zh/projects/zhanjiang-logistics-port,200,308,/zh/projects/zhanjiang-logistics-port/,https://zhongsai-steelstructure.com/zh/projects/zhanjiang-logistics-port/,深国际湛江综合物流港项目 | 中赛钢构项目案例,深国际湛江综合物流港项目,468a46b2019a,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/projects/dongguan-huarun-center/,https://zhongsai-steelstructure.com/zh/projects/dongguan-huarun-center,200,308,/zh/projects/dongguan-huarun-center/,https://zhongsai-steelstructure.com/zh/projects/dongguan-huarun-center/,东莞华润置地中心商业、住宅楼项目 | 中赛钢构项目案例,东莞华润置地中心商业、住宅楼项目,2c8ab4fb6244,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/projects/xiegang-aviation-manufacturing/,https://zhongsai-steelstructure.com/zh/projects/xiegang-aviation-manufacturing,200,308,/zh/projects/xiegang-aviation-manufacturing/,https://zhongsai-steelstructure.com/zh/projects/xiegang-aviation-manufacturing/,上海宝冶谢岗通用航空制造及供应链项目 | 中赛钢构项目案例,上海宝冶谢岗通用航空制造及供应链项目,8cd6bc38f2bc,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/projects/guangzhou-high-end-equipment-base/,https://zhongsai-steelstructure.com/zh/projects/guangzhou-high-end-equipment-base,200,308,/zh/projects/guangzhou-high-end-equipment-base/,https://zhongsai-steelstructure.com/zh/projects/guangzhou-high-end-equipment-base/,广州工控大湾区现代高端装备研发生产基地 | 中赛钢构项目案例,广州工控大湾区现代高端装备研发生产基地,70966f52c2dd,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/projects/shantou-luxshare-electronics-center/,https://zhongsai-steelstructure.com/zh/projects/shantou-luxshare-electronics-center,200,308,/zh/projects/shantou-luxshare-electronics-center/,https://zhongsai-steelstructure.com/zh/projects/shantou-luxshare-electronics-center/,汕头立讯精密全球电子信息产业中心项目 | 中赛钢构项目案例,汕头立讯精密全球电子信息产业中心项目,9f1c03c9c8af,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/projects/futian-bonded-zone-customs/,https://zhongsai-steelstructure.com/zh/projects/futian-bonded-zone-customs,200,308,/zh/projects/futian-bonded-zone-customs/,https://zhongsai-steelstructure.com/zh/projects/futian-bonded-zone-customs/,深圳福田保税区海关基础设施升级改造工程 | 中赛钢构项目案例,深圳福田保税区海关基础设施升级改造工程,9e5dd6fc21fd,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/projects/qianhai-dreamfactory/,https://zhongsai-steelstructure.com/zh/projects/qianhai-dreamfactory,200,308,/zh/projects/qianhai-dreamfactory/,https://zhongsai-steelstructure.com/zh/projects/qianhai-dreamfactory/,深圳前海深港青年梦工厂项目 | 中赛钢构项目案例,深圳前海深港青年梦工厂项目,acc3816a09bd,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/projects/cnpc-cracking-furnace/,https://zhongsai-steelstructure.com/zh/projects/cnpc-cracking-furnace,200,308,/zh/projects/cnpc-cracking-furnace/,https://zhongsai-steelstructure.com/zh/projects/cnpc-cracking-furnace/,中油六建裂解炉项目 | 中赛钢构项目案例,中油六建裂解炉项目,d35c33d671fd,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/projects/cnpc-liquid-furnace/,https://zhongsai-steelstructure.com/zh/projects/cnpc-liquid-furnace,200,308,/zh/projects/cnpc-liquid-furnace/,https://zhongsai-steelstructure.com/zh/projects/cnpc-liquid-furnace/,中油六建液体炉项目 | 中赛钢构项目案例,中油六建液体炉项目,5ab9f942e6ce,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/projects/yixian-biotech-manufacturing/,https://zhongsai-steelstructure.com/zh/projects/yixian-biotech-manufacturing,200,308,/zh/projects/yixian-biotech-manufacturing/,https://zhongsai-steelstructure.com/zh/projects/yixian-biotech-manufacturing/,广东逸仙生物科技高端制造厂房项目 | 中赛钢构项目案例,广东逸仙生物科技高端制造厂房项目,d1c2f6eb5fac,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/projects/luohu-mixc-skybridge/,https://zhongsai-steelstructure.com/zh/projects/luohu-mixc-skybridge,200,308,/zh/projects/luohu-mixc-skybridge/,https://zhongsai-steelstructure.com/zh/projects/luohu-mixc-skybridge/,深圳罗湖万象城商业中心天桥项目 | 中赛钢构项目案例,深圳罗湖万象城商业中心天桥项目,fca2656d653c,,non-slash版本状态=308,REVIEW
https://zhongsai-steelstructure.com/zh/projects/cnooc-pr6-pipe-rack/,https://zhongsai-steelstructure.com/zh/projects/cnooc-pr6-pipe-rack,200,308,/zh/projects/cnooc-pr6-pipe-rack/,https://zhongsai-steelstructure.com/zh/projects/cnooc-pr6-pipe-rack/,中海油PR6管廊4-SS2框架项目 | 中赛钢构项目案例,中海油PR6管廊4-SS2框架项目,dd890dd8cd69,,non-slash版本状态=308,REVIEW
