old_url,old_language,new_url,new_language,cross_language_redirect,notes
https://zhongsai-steelstructure.com/en/resources,EN,https://zhongsai-steelstructure.com/en/resources/,EN,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/en/services/structural-steel-detailing,EN,https://zhongsai-steelstructure.com/en/services/structural-steel-detailing/,EN,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/en/special-custom-steel-structures,EN,https://zhongsai-steelstructure.com/en/special-custom-steel-structures/,EN,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/en/steel-mining-factory,EN,https://zhongsai-steelstructure.com/en/steel-mining-factory/,EN,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/en/steel-warehouse,EN,https://zhongsai-steelstructure.com/en/steel-warehouse/,EN,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/en/steel-workshop,EN,https://zhongsai-steelstructure.com/en/steel-workshop/,EN,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/en/terms,EN,https://zhongsai-steelstructure.com/en/terms/,EN,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/en/transportation-infrastructure-steel,EN,https://zhongsai-steelstructure.com/en/transportation-infrastructure-steel/,EN,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh,ZH,https://zhongsai-steelstructure.com/zh/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/about,ZH,https://zhongsai-steelstructure.com/zh/about/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/agricultural-steel-buildings,ZH,https://zhongsai-steelstructure.com/zh/agricultural-steel-buildings/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/blog/common-mistakes-importing-steel-structures-china,ZH,https://zhongsai-steelstructure.com/zh/blog/common-mistakes-importing-steel-structures-china/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/blog/gangjiegou-changfang-zaojia-zhinan,ZH,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-changfang-zaojia-zhinan/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/blog/gangjiegou-gongchang-xuanze-zhinan,ZH,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-gongchang-xuanze-zhinan/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/blog/how-to-steel-structure-cost,ZH,https://zhongsai-steelstructure.com/zh/blog/how-to-steel-structure-cost/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/blog/import-steel-from-china-cost,ZH,https://zhongsai-steelstructure.com/zh/blog/import-steel-from-china-cost/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/blog/steel-structure-building-lifespan-guide,ZH,https://zhongsai-steelstructure.com/zh/blog/steel-structure-building-lifespan-guide/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/blog/steel-structure-corrosion-protection-coating-guide,ZH,https://zhongsai-steelstructure.com/zh/blog/steel-structure-corrosion-protection-coating-guide/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/blog/steel-structure-fabrication-drawings-documents-required,ZH,https://zhongsai-steelstructure.com/zh/blog/steel-structure-fabrication-drawings-documents-required/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/blog/steel-structure-installation-guide,ZH,https://zhongsai-steelstructure.com/zh/blog/steel-structure-installation-guide/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/blog/steel-structure-welding-quality-control-guide,ZH,https://zhongsai-steelstructure.com/zh/blog/steel-structure-welding-quality-control-guide/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/commercial-public-steel-buildings,ZH,https://zhongsai-steelstructure.com/zh/commercial-public-steel-buildings/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/components,ZH,https://zhongsai-steelstructure.com/zh/components/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/components/fabricated-steel-beams-columns,ZH,https://zhongsai-steelstructure.com/zh/components/fabricated-steel-beams-columns/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/components/roof-wall-cladding-systems,ZH,https://zhongsai-steelstructure.com/zh/components/roof-wall-cladding-systems/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/components/steel-purlins,ZH,https://zhongsai-steelstructure.com/zh/components/steel-purlins/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/components/steel-trusses,ZH,https://zhongsai-steelstructure.com/zh/components/steel-trusses/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/contact,ZH,https://zhongsai-steelstructure.com/zh/contact/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/engineering-design,ZH,https://zhongsai-steelstructure.com/zh/engineering-design/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/export-delivery,ZH,https://zhongsai-steelstructure.com/zh/export-delivery/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/manufacturing-quality,ZH,https://zhongsai-steelstructure.com/zh/manufacturing-quality/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/privacy,ZH,https://zhongsai-steelstructure.com/zh/privacy/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/products,ZH,https://zhongsai-steelstructure.com/zh/products/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/products/custom-engineering,ZH,https://zhongsai-steelstructure.com/zh/products/custom-engineering/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects,ZH,https://zhongsai-steelstructure.com/zh/projects/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/cnooc-pr6-pipe-rack,ZH,https://zhongsai-steelstructure.com/zh/projects/cnooc-pr6-pipe-rack/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/cnpc-cracking-furnace,ZH,https://zhongsai-steelstructure.com/zh/projects/cnpc-cracking-furnace/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/cnpc-liquid-furnace,ZH,https://zhongsai-steelstructure.com/zh/projects/cnpc-liquid-furnace/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/dongguan-huarun-center,ZH,https://zhongsai-steelstructure.com/zh/projects/dongguan-huarun-center/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/futian-bonded-zone-customs,ZH,https://zhongsai-steelstructure.com/zh/projects/futian-bonded-zone-customs/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/guangzhou-high-end-equipment-base,ZH,https://zhongsai-steelstructure.com/zh/projects/guangzhou-high-end-equipment-base/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/luohu-mixc-skybridge,ZH,https://zhongsai-steelstructure.com/zh/projects/luohu-mixc-skybridge/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/macau-city-of-dreams-phase2,ZH,https://zhongsai-steelstructure.com/zh/projects/macau-city-of-dreams-phase2/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/macau-londoner,ZH,https://zhongsai-steelstructure.com/zh/projects/macau-londoner/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/qianhai-dreamfactory,ZH,https://zhongsai-steelstructure.com/zh/projects/qianhai-dreamfactory/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/shantou-luxshare-electronics-center,ZH,https://zhongsai-steelstructure.com/zh/projects/shantou-luxshare-electronics-center/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/singapore-airport-t2-connect,ZH,https://zhongsai-steelstructure.com/zh/projects/singapore-airport-t2-connect/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/singapore-cr101-depot,ZH,https://zhongsai-steelstructure.com/zh/projects/singapore-cr101-depot/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/singapore-j102-mrt-station,ZH,https://zhongsai-steelstructure.com/zh/projects/singapore-j102-mrt-station/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/singapore-j107-mrt-station,ZH,https://zhongsai-steelstructure.com/zh/projects/singapore-j107-mrt-station/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/singapore-mcc-innocentre,ZH,https://zhongsai-steelstructure.com/zh/projects/singapore-mcc-innocentre/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/singapore-sats-bup-centre,ZH,https://zhongsai-steelstructure.com/zh/projects/singapore-sats-bup-centre/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/singapore-sentosa-waterfront-hotel,ZH,https://zhongsai-steelstructure.com/zh/projects/singapore-sentosa-waterfront-hotel/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/xiegang-aviation-manufacturing,ZH,https://zhongsai-steelstructure.com/zh/projects/xiegang-aviation-manufacturing/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/yixian-biotech-manufacturing,ZH,https://zhongsai-steelstructure.com/zh/projects/yixian-biotech-manufacturing/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/projects/zhanjiang-logistics-port,ZH,https://zhongsai-steelstructure.com/zh/projects/zhanjiang-logistics-port/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/resources,ZH,https://zhongsai-steelstructure.com/zh/resources/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/services/structural-steel-detailing,ZH,https://zhongsai-steelstructure.com/zh/services/structural-steel-detailing/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/special-custom-steel-structures,ZH,https://zhongsai-steelstructure.com/zh/special-custom-steel-structures/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/steel-mining-factory,ZH,https://zhongsai-steelstructure.com/zh/steel-mining-factory/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/steel-warehouse,ZH,https://zhongsai-steelstructure.com/zh/steel-warehouse/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/steel-workshop,ZH,https://zhongsai-steelstructure.com/zh/steel-workshop/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/terms,ZH,https://zhongsai-steelstructure.com/zh/terms/,ZH,NO,"Path identical in V2, same search intent"
https://zhongsai-steelstructure.com/zh/transportation-infrastructure-steel,ZH,https://zhongsai-steelstructure.com/zh/transportation-infrastructure-steel/,ZH,NO,"Path identical in V2, same search intent"
