old_path,old_url,language,old_title,old_h1,page_type,migration_action,new_path,new_url,reason,confidence,priority,launch_blocker
/en/projects/luohu-mixc-skybridge,https://zhongsai-steelstructure.com/en/projects/luohu-mixc-skybridge,EN,Shenzhen Luohu Mixc Commercial Center Skybridge Project | ZhongSai Steel Structure Projects,Shenzhen Luohu Mixc Commercial Center Skybridge Project,project,KEEP,/en/projects/luohu-mixc-skybridge/,https://zhongsai-steelstructure.com/en/projects/luohu-mixc-skybridge/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/macau-city-of-dreams-phase2,https://zhongsai-steelstructure.com/en/projects/macau-city-of-dreams-phase2,EN,Macau City of Dreams Phase 2 | ZhongSai Steel Structure Projects,Macau City of Dreams Phase 2,project,KEEP,/en/projects/macau-city-of-dreams-phase2/,https://zhongsai-steelstructure.com/en/projects/macau-city-of-dreams-phase2/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/macau-londoner,https://zhongsai-steelstructure.com/en/projects/macau-londoner,EN,Macau Londoner Project | ZhongSai Steel Structure Projects,Macau Londoner Project,project,KEEP,/en/projects/macau-londoner/,https://zhongsai-steelstructure.com/en/projects/macau-londoner/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/qianhai-dreamfactory,https://zhongsai-steelstructure.com/en/projects/qianhai-dreamfactory,EN,Shenzhen Qianhai Shenzhen-Hong Kong Youth Dream Factory Project | ZhongSai Steel Structure Projects,Shenzhen Qianhai Shenzhen-Hong Kong Youth Dream Factory Project,project,KEEP,/en/projects/qianhai-dreamfactory/,https://zhongsai-steelstructure.com/en/projects/qianhai-dreamfactory/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/shantou-luxshare-electronics-center,https://zhongsai-steelstructure.com/en/projects/shantou-luxshare-electronics-center,EN,Shantou Luxshare Precision Global Electronic Information Industry Center Project | ZhongSai Steel Structure Projects,Shantou Luxshare Precision Global Electronic Information Industry Center Project,project,KEEP,/en/projects/shantou-luxshare-electronics-center/,https://zhongsai-steelstructure.com/en/projects/shantou-luxshare-electronics-center/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/singapore-airport-t2-connect,https://zhongsai-steelstructure.com/en/projects/singapore-airport-t2-connect,EN,Singapore Changi Airport T2 Connect | ZhongSai Steel Structure Projects,Singapore Changi Airport T2 Connect,project,KEEP,/en/projects/singapore-airport-t2-connect/,https://zhongsai-steelstructure.com/en/projects/singapore-airport-t2-connect/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/singapore-cr101-depot,https://zhongsai-steelstructure.com/en/projects/singapore-cr101-depot,EN,Singapore LTA CR101 MRT Depot | ZhongSai Steel Structure Projects,Singapore LTA CR101 MRT Depot,project,KEEP,/en/projects/singapore-cr101-depot/,https://zhongsai-steelstructure.com/en/projects/singapore-cr101-depot/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/singapore-j102-mrt-station,https://zhongsai-steelstructure.com/en/projects/singapore-j102-mrt-station,EN,Singapore LTA J102 MRT Station | ZhongSai Steel Structure Projects,Singapore LTA J102 MRT Station,project,KEEP,/en/projects/singapore-j102-mrt-station/,https://zhongsai-steelstructure.com/en/projects/singapore-j102-mrt-station/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/singapore-j107-mrt-station,https://zhongsai-steelstructure.com/en/projects/singapore-j107-mrt-station,EN,Singapore LTA J107 MRT Station | ZhongSai Steel Structure Projects,Singapore LTA J107 MRT Station,project,KEEP,/en/projects/singapore-j107-mrt-station/,https://zhongsai-steelstructure.com/en/projects/singapore-j107-mrt-station/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/singapore-mcc-innocentre,https://zhongsai-steelstructure.com/en/projects/singapore-mcc-innocentre,EN,Singapore MCC Innocentre | ZhongSai Steel Structure Projects,Singapore MCC Innocentre,project,KEEP,/en/projects/singapore-mcc-innocentre/,https://zhongsai-steelstructure.com/en/projects/singapore-mcc-innocentre/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/singapore-sats-bup-centre,https://zhongsai-steelstructure.com/en/projects/singapore-sats-bup-centre,EN,Singapore Changi Airport SATS BUP Centre | ZhongSai Steel Structure Projects,Singapore Changi Airport SATS BUP Centre,project,KEEP,/en/projects/singapore-sats-bup-centre/,https://zhongsai-steelstructure.com/en/projects/singapore-sats-bup-centre/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/singapore-sentosa-waterfront-hotel,https://zhongsai-steelstructure.com/en/projects/singapore-sentosa-waterfront-hotel,EN,Singapore Sentosa Waterfront Hotel | ZhongSai Steel Structure Projects,Singapore Sentosa Waterfront Hotel,project,KEEP,/en/projects/singapore-sentosa-waterfront-hotel/,https://zhongsai-steelstructure.com/en/projects/singapore-sentosa-waterfront-hotel/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/xiegang-aviation-manufacturing,https://zhongsai-steelstructure.com/en/projects/xiegang-aviation-manufacturing,EN,Shanghai Baoye Xiegang General Aviation Manufacturing &amp; Supply Chain Project | ZhongSai Steel Structure Projects,Shanghai Baoye Xiegang General Aviation Manufacturing &amp; Supply Chain Project,project,KEEP,/en/projects/xiegang-aviation-manufacturing/,https://zhongsai-steelstructure.com/en/projects/xiegang-aviation-manufacturing/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/yixian-biotech-manufacturing,https://zhongsai-steelstructure.com/en/projects/yixian-biotech-manufacturing,EN,Guangdong Yixian Biotechnology High-End Manufacturing Plant Project | ZhongSai Steel Structure Projects,Guangdong Yixian Biotechnology High-End Manufacturing Plant Project,project,KEEP,/en/projects/yixian-biotech-manufacturing/,https://zhongsai-steelstructure.com/en/projects/yixian-biotech-manufacturing/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/projects/zhanjiang-logistics-port,https://zhongsai-steelstructure.com/en/projects/zhanjiang-logistics-port,EN,Shenzhen International Zhanjiang Comprehensive Logistics Port Project | ZhongSai Steel Structure Projects,Shenzhen International Zhanjiang Comprehensive Logistics Port Project,project,KEEP,/en/projects/zhanjiang-logistics-port/,https://zhongsai-steelstructure.com/en/projects/zhanjiang-logistics-port/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/resources,https://zhongsai-steelstructure.com/en/resources,EN,Technical Resources | Steel Structure Engineering Guides | ZhongSai,Technical Resources for Steel Structure Projects,resource,KEEP,/en/resources/,https://zhongsai-steelstructure.com/en/resources/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/services/structural-steel-detailing,https://zhongsai-steelstructure.com/en/services/structural-steel-detailing,EN,Structural Steel Detailing Services | Shop &amp; Fabrication Drawings | ZhongSai,Structural Steel Detailing Services for Fabrication,service,KEEP,/en/services/structural-steel-detailing/,https://zhongsai-steelstructure.com/en/services/structural-steel-detailing/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/special-custom-steel-structures,https://zhongsai-steelstructure.com/en/special-custom-steel-structures,EN,Special &amp; Custom Steel Structures | Custom Fabrication per Drawings | ZhongSai,Special & Custom Steel Structures,other,KEEP,/en/special-custom-steel-structures/,https://zhongsai-steelstructure.com/en/special-custom-steel-structures/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/steel-mining-factory,https://zhongsai-steelstructure.com/en/steel-mining-factory,EN,Steel Structures for Mining &amp; Heavy Industrial Projects | ZhongSai,Steel Structures for Mining & Heavy Industrial Applications,other,KEEP,/en/steel-mining-factory/,https://zhongsai-steelstructure.com/en/steel-mining-factory/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/steel-warehouse,https://zhongsai-steelstructure.com/en/steel-warehouse,EN,Steel Structure Warehouse | Prefabricated Warehouse Building | ZhongSai,Steel Structure Warehouse & Logistics Building,other,KEEP,/en/steel-warehouse/,https://zhongsai-steelstructure.com/en/steel-warehouse/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/steel-workshop,https://zhongsai-steelstructure.com/en/steel-workshop,EN,Steel Structure Workshop | Industrial Factory Building | ZhongSai,Steel Structure Workshop for Industrial Manufacturing Projects,other,KEEP,/en/steel-workshop/,https://zhongsai-steelstructure.com/en/steel-workshop/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/terms,https://zhongsai-steelstructure.com/en/terms,EN,Terms of Use | ZhongSai Steel Structure,Terms of Use,legal,KEEP,/en/terms/,https://zhongsai-steelstructure.com/en/terms/,"Path identical in V2, same search intent",HIGH,P0,NO
/en/transportation-infrastructure-steel,https://zhongsai-steelstructure.com/en/transportation-infrastructure-steel,EN,"Transportation &amp; Infrastructure Steel Structures | Bridge, Airport, Port Steel Fabrication | ZhongSai",Transportation & Infrastructure Steel Structures,other,KEEP,/en/transportation-infrastructure-steel/,https://zhongsai-steelstructure.com/en/transportation-infrastructure-steel/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh,https://zhongsai-steelstructure.com/zh,ZH,中赛钢构｜钢结构设计、深化、制造与出口交付,让钢结构项目从图纸走向现场,other,KEEP,/zh/,https://zhongsai-steelstructure.com/zh/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/about,https://zhongsai-steelstructure.com/zh/about,ZH,关于中赛钢构 | 钢结构制造与出口供应商,面向海外项目的钢结构制造与出口供应,about,KEEP,/zh/about/,https://zhongsai-steelstructure.com/zh/about/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/agricultural-steel-buildings,https://zhongsai-steelstructure.com/zh/agricultural-steel-buildings,ZH,农业与养殖钢结构建筑 | 畜牧棚舍与农场钢结构 | 中赛钢构,农业与养殖钢结构建筑,other,KEEP,/zh/agricultural-steel-buildings/,https://zhongsai-steelstructure.com/zh/agricultural-steel-buildings/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/blog/common-mistakes-importing-steel-structures-china,https://zhongsai-steelstructure.com/zh/blog/common-mistakes-importing-steel-structures-china,ZH,从中国进口钢结构的7个常见错误及避坑指南 | 中赛钢构,从中国进口钢结构的7个常见错误及避坑指南,blog,KEEP,/zh/blog/common-mistakes-importing-steel-structures-china/,https://zhongsai-steelstructure.com/zh/blog/common-mistakes-importing-steel-structures-china/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/blog/gangjiegou-changfang-zaojia-zhinan,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-changfang-zaojia-zhinan,ZH,钢结构厂房造价影响因素完整指南 | 中赛钢构,钢结构厂房造价影响因素完整指南 | 中赛钢构,blog,KEEP,/zh/blog/gangjiegou-changfang-zaojia-zhinan/,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-changfang-zaojia-zhinan/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/blog/gangjiegou-gongchang-xuanze-zhinan,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-gongchang-xuanze-zhinan,ZH,如何选择中国钢结构厂家：海外采购完整评估指南,如何选择中国钢结构厂家,blog,KEEP,/zh/blog/gangjiegou-gongchang-xuanze-zhinan/,https://zhongsai-steelstructure.com/zh/blog/gangjiegou-gongchang-xuanze-zhinan/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/blog/how-to-steel-structure-cost,https://zhongsai-steelstructure.com/zh/blog/how-to-steel-structure-cost,ZH,how to steel structure cost完整指南 | 中赛钢构,how to steel structure cost：采购商完整指南,blog,KEEP,/zh/blog/how-to-steel-structure-cost/,https://zhongsai-steelstructure.com/zh/blog/how-to-steel-structure-cost/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/blog/import-steel-from-china-cost,https://zhongsai-steelstructure.com/zh/blog/import-steel-from-china-cost,ZH,import steel from china cost完整指南 | 中赛钢构,import steel from china cost：采购商完整指南,blog,KEEP,/zh/blog/import-steel-from-china-cost/,https://zhongsai-steelstructure.com/zh/blog/import-steel-from-china-cost/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/blog/steel-structure-building-lifespan-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-building-lifespan-guide,ZH,钢结构建筑使用寿命有多长？耐久性与维护完整指南 | 中赛钢构,钢结构建筑使用寿命有多长？耐久性、维护与寿命周期完整指南,blog,KEEP,/zh/blog/steel-structure-building-lifespan-guide/,https://zhongsai-steelstructure.com/zh/blog/steel-structure-building-lifespan-guide/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/blog/steel-structure-corrosion-protection-coating-guide,https://zhongsai-steelstructure.com/zh/blog/steel-structure-corrosion-protection-coating-guide,ZH,钢结构防腐涂层与防锈完整指南 | 中赛钢构,钢结构防腐涂层与防锈完整指南,blog,KEEP,/zh/blog/steel-structure-corrosion-protection-coating-guide/,https://zhongsai-steelstructure.com/zh/blog/steel-structure-corrosion-protection-coating-guide/,"Path identical in V2, same search intent",HIGH,P0,NO
/zh/blog/steel-structure-fabrication-drawings-documents-required,https://zhongsai-steelstructure.com/zh/blog/steel-structure-fabrication-drawings-documents-required,ZH,钢结构加工需要哪些图纸和资料？完整指南 | 中赛钢构,钢结构加工需要哪些图纸和资料？完整指南,blog,KEEP,/zh/blog/steel-structure-fabrication-drawings-documents-required/,https://zhongsai-steelstructure.com/zh/blog/steel-structure-fabrication-drawings-documents-required/,"Path identical in V2, same search intent",HIGH,P0,NO
