old_path,page_type,migration_action,final_action,new_path,target_indexable,self_redirect,redirect_chain,candidate_rule,generated_legacy_project,generated_project_state_ok,status
/en/blog/steel-structure-container-loading-guide/,blog,MIGRATE_CONTENT,LEGACY_PRESERVED_200,,,False,False,False,False,True,PASS
/en/blog/steel-structure-corrosion-protection-guide/,blog,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/en/blog/steel-structure-cost-per-square-meter/,blog,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/en/blog/steel-structure-design-standards-guide/,blog,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/en/blog/steel-structure-foundation-design-guide/,blog,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/en/blog/steel-structure-project-timeline-guide/,blog,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/en/blog/steel-structure-supplier-indonesia-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/en/blog/steel-structure-supplier-malaysia-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/en/blog/steel-structure-supplier-mexico-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/en/blog/steel-structure-supplier-philippines-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/en/blog/steel-structure-supplier-saudi-arabia-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/en/blog/steel-structure-supplier-thailand-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/en/blog/steel-structure-supplier-uae-dubai-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/en/blog/steel-structure-vs-concrete-building-cost-comparison/,blog,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/en/blog/steel-structure-vs-concrete-comparison/,blog,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/en/blog/steel-structure-wind-load-design-guide/,blog,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/en/blog/steel-warehouse-cost-complete-guide/,blog,MIGRATE_CONTENT,LEGACY_PRESERVED_200,,,False,False,False,False,True,PASS
/en/blog/steel-warehouse-supplier-nigeria-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/en/blog/steel-workshop-cost-factory-building-price/,blog,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,False,True,PASS
/en/blog/top-10-steel-structure-manufacturers-in-china/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/en/components/,component,KEEP,KEEP,/en/components/,True,False,False,False,False,True,PASS
/en/components/fabricated-steel-beams-columns/,component,KEEP,KEEP,/en/components/fabricated-steel-beams-columns/,True,False,False,False,False,True,PASS
/en/components/roof-wall-cladding-systems/,component,KEEP,KEEP,/en/components/roof-wall-cladding-systems/,True,False,False,False,False,True,PASS
/en/components/steel-purlins/,component,MERGE_301,P1_30_DAYS,/en/components/,True,False,False,False,False,True,PASS
/en/components/steel-trusses/,component,MERGE_301,P1_30_DAYS,/en/components/,True,False,False,False,False,True,PASS
/en/contact/,contact,KEEP,KEEP,/en/contact/,True,False,False,False,False,True,PASS
/en/countries/,country,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/en/countries/indonesia/,country,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/en/countries/kenya/,country,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/en/countries/nigeria/,country,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/en/countries/saudi-arabia/,country,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/en/countries/vietnam/,country,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/en/engineering-design/,service,KEEP,KEEP,/en/engineering-design/,True,False,False,False,False,True,PASS
/en/export-delivery/,service,KEEP,KEEP,/en/export-delivery/,True,False,False,False,False,True,PASS
/en/landing/,landing,RETAIN_TEMPORARILY,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/en/manufacturing-quality/,manufacturing,KEEP,KEEP,/en/manufacturing-quality/,True,False,False,False,False,True,PASS
/en/privacy/,legal,KEEP,KEEP,/en/privacy/,True,False,False,False,False,True,PASS
/en/products/,product,KEEP,KEEP,/en/products/,True,False,False,False,False,True,PASS
/en/products/agriculture-special/,product,MERGE_301,SAFE_MERGE,/en/products/,True,False,False,True,False,True,PASS
/en/products/commercial-public/,product,MERGE_301,SAFE_MERGE,/en/products/,True,False,False,True,False,True,PASS
/en/products/custom-engineering/,product,KEEP,KEEP,/en/products/custom-engineering/,True,False,False,False,False,True,PASS
/en/products/industrial/,product,MERGE_301,SAFE_MERGE,/en/products/,True,False,False,True,False,True,PASS
/en/products/mining-energy/,product,MERGE_301,SAFE_MERGE,/en/products/,True,False,False,True,False,True,PASS
/en/products/residential-light/,product,MERGE_301,SAFE_MERGE,/en/products/,True,False,False,True,False,True,PASS
/en/projects/,project,KEEP,KEEP,/en/projects/,True,False,False,False,False,True,PASS
/en/projects/brazil-chinese-supermarket/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/en/projects/cnooc-pr6-pipe-rack-frame/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/projects/cnooc-pr6-pipe-rack/,True,False,False,True,False,True,PASS
/en/projects/cnpc-sixth-construction-cracking-furnace/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/projects/cnpc-cracking-furnace/,True,False,False,True,False,True,PASS
/en/projects/cnpc-sixth-construction-liquid-furnace/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/projects/cnpc-liquid-furnace/,True,False,False,True,False,True,PASS
/en/projects/dubai-industrial-warehouse/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/en/projects/ethiopia-textile-factory/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/en/projects/futian-bonded-zone-customs/,project,KEEP,KEEP,/en/projects/futian-bonded-zone-customs/,True,False,False,False,False,True,PASS
/en/projects/guangdong-yixian-biotech-manufacturing/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/projects/yixian-biotech-manufacturing/,True,False,False,True,False,True,PASS
/en/projects/guangzhou-gongkong-high-end-equipment-base/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/projects/guangzhou-high-end-equipment-base/,True,False,False,True,False,True,PASS
/en/projects/huarun-center-commercial-residential/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/projects/dongguan-huarun-center/,True,False,False,True,False,True,PASS
/en/projects/indonesia-mining-steel-structure/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/en/projects/kenya-dairy-farm/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,False,True,PASS
/en/projects/kenya-dairy-farm-complex/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/en/projects/luohu-mixc-commercial-skybridge/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/projects/luohu-mixc-skybridge/,True,False,False,True,False,True,PASS
/en/projects/malaysia-commercial-complex/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/en/projects/mexico-appliance-factory/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/en/projects/nigeria-logistics-warehouse/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,False,True,PASS
/en/projects/oman-oil-equipment-workshop/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/en/projects/peru-mining-workshop/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/en/projects/philippines-food-processing-plant/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/en/projects/saudi-arabia-manufacturing-factory/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,False,True,PASS
/en/projects/shanghai-baoye-xiegang-aviation-manufacturing/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/projects/xiegang-aviation-manufacturing/,True,False,False,True,False,True,PASS
/en/projects/shantou-luxshare-precision-electronics/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/projects/shantou-luxshare-electronics-center/,True,False,False,True,False,True,PASS
/en/projects/shenzhen-international-zhanjiang-logistics-port/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/projects/zhanjiang-logistics-port/,True,False,False,True,False,True,PASS
/en/projects/shenzhen-qianhai-dreamfactory/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/projects/qianhai-dreamfactory/,True,False,False,True,False,True,PASS
/en/projects/south-africa-auto-parts-factory/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/en/projects/tanzania-grain-storage-warehouse/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/en/projects/vietnam-ecommerce-logistics-center/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/en/shipments/,other,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/export-delivery/,True,False,False,True,False,True,PASS
/en/solutions/,solution,MIGRATE_CONTENT,SAFE_MERGE,/en/products/,True,False,False,True,False,True,PASS
/en/steel-building-solutions/agriculture/,solution,MERGE_301,SAFE_MERGE,/en/products/,True,False,False,True,False,True,PASS
/en/steel-building-solutions/commercial/,solution,MERGE_301,SAFE_MERGE,/en/products/,True,False,False,True,False,True,PASS
/en/steel-building-solutions/energy/,solution,MERGE_301,SAFE_MERGE,/en/products/,True,False,False,True,False,True,PASS
/en/steel-building-solutions/logistics/,solution,MERGE_301,SAFE_MERGE,/en/steel-warehouse/,True,False,False,True,False,True,PASS
/en/steel-building-solutions/manufacturing/,solution,MERGE_301,SAFE_MERGE,/en/steel-workshop/,True,False,False,True,False,True,PASS
/en/steel-building-solutions/mining/,solution,MERGE_301,SAFE_MERGE,/en/products/,True,False,False,True,False,True,PASS
/en/steel-building-solutions/public/,solution,MERGE_301,SAFE_MERGE,/en/products/,True,False,False,True,False,True,PASS
/en/steel-car-4s-dealership/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/en/steel-equipment-platform/,application,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/en/steel-exhibition-hall/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/en/steel-factory-crane/,application,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/en/steel-hangar/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/en/steel-hospital-building/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/en/steel-hotel-restaurant/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/en/steel-livestock-barn/,application,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/en/steel-mining-conveyor/,application,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/en/steel-mining-factory/,application,MIGRATE_CONTENT,LEGACY_PRESERVED_200,,,False,False,False,False,True,PASS
/en/steel-office-building/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/en/steel-residential-villa/,application,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/en/steel-school-building/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/en/steel-sports-arena/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/en/steel-supermarket-mall/,application,MIGRATE_CONTENT,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/en/steel-warehouse/,application,KEEP,KEEP,/en/steel-warehouse/,True,False,False,False,False,True,PASS
/en/steel-warehouse-logistics/,application,MERGE_301,SAFE_MERGE,/en/steel-warehouse/,True,False,False,True,False,True,PASS
/en/steel-workshop/,application,KEEP,KEEP,/en/steel-workshop/,True,False,False,False,False,True,PASS
/en/steel-workshop-processing/,application,MERGE_301,SAFE_MERGE,/en/steel-workshop/,True,False,False,True,False,True,PASS
/en/terms/,legal,KEEP,KEEP,/en/terms/,True,False,False,False,False,True,PASS
/faq/,resource,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/landing/,landing,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/,True,False,False,True,False,True,PASS
/privacy/,legal,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/privacy/,True,False,False,True,False,True,PASS
/products/,product,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/products/,True,False,False,True,False,True,PASS
/projects/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/projects/,True,False,False,True,False,True,PASS
/shipments/,other,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/export-delivery/,True,False,False,True,False,True,PASS
/solutions/,solution,MIGRATE_CONTENT,SAFE_MERGE,/en/products/,True,False,False,True,False,True,PASS
/terms/,legal,301_ONE_TO_ONE,301_ONE_TO_ONE,/en/terms/,True,False,False,True,False,True,PASS
/zh/,homepage,KEEP,KEEP,/zh/,True,False,False,False,False,True,PASS
/zh/about/,about,KEEP,KEEP,/zh/about/,True,False,False,False,False,True,PASS
/zh/blog/,blog,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/zh/blog/astm-vs-gb-steel-grades-comparison/,blog,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/zh/blog/gangjiegou-anzhuang-zhinan-haiwai/,blog,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/zh/blog/gangjiegou-cangku-zaojia-2026/,blog,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,False,True,PASS
/zh/blog/gangjiegou-cangku-zaojia-duoshaoqian/,blog,MIGRATE_CONTENT,SAFE_MERGE,/en/blog/steel-warehouse-cost-complete-guide/,True,False,False,True,False,True,PASS
/zh/blog/gangjiegou-changfang-zaojia-zhinan/,blog,MIGRATE_CONTENT,UNRESOLVED,,,False,False,False,False,True,PASS
/zh/blog/gangjiegou-chukou-feizhou-quanliucheng/,blog,MIGRATE_CONTENT,SAFE_MERGE,/en/blog/how-to-import-steel-structure-from-china-to-africa/,True,False,False,True,False,True,PASS
/zh/blog/gangjiegou-vs-hunningtu-chengben-duibi/,blog,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/zh/blog/how-much-does-steel-structure-warehouse-cost/,blog,MIGRATE_CONTENT,SAFE_MERGE,/en/blog/steel-warehouse-cost-complete-guide/,True,False,False,True,False,True,PASS
/zh/blog/how-to-buy-steel-buildings-from-china/,blog,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/zh/blog/how-to-choose-steel-structure-manufacturer-china/,blog,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/zh/blog/how-to-import-steel-structure-from-china-complete-guide/,blog,MIGRATE_CONTENT,SAFE_MERGE,/en/blog/how-to-import-steel-structure-from-china-complete-guide/,True,False,False,True,False,True,PASS
/zh/blog/shipping-cost-steel-structure-from-china/,blog,MIGRATE_CONTENT,SAFE_MERGE,/en/blog/shipping-cost-steel-structure-from-china/,True,False,False,True,False,True,PASS
/zh/blog/steel-structure-container-loading-guide/,blog,MIGRATE_CONTENT,SAFE_MERGE,/en/blog/steel-structure-container-loading-guide/,True,False,False,True,False,True,PASS
/zh/blog/steel-structure-corrosion-protection-guide/,blog,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/zh/blog/steel-structure-cost-per-square-meter/,blog,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/zh/blog/steel-structure-design-standards-guide/,blog,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/zh/blog/steel-structure-foundation-design-guide/,blog,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/zh/blog/steel-structure-project-timeline-guide/,blog,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/zh/blog/steel-structure-supplier-indonesia-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/zh/blog/steel-structure-supplier-malaysia-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/zh/blog/steel-structure-supplier-mexico-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/zh/blog/steel-structure-supplier-philippines-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/zh/blog/steel-structure-supplier-saudi-arabia-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/zh/blog/steel-structure-supplier-thailand-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/zh/blog/steel-structure-supplier-uae-dubai-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/zh/blog/steel-structure-wind-load-design-guide/,blog,MIGRATE_CONTENT,P2_GROWTH,,,False,False,False,False,True,PASS
/zh/blog/steel-warehouse-cost-complete-guide/,blog,MIGRATE_CONTENT,SAFE_MERGE,/en/blog/steel-warehouse-cost-complete-guide/,True,False,False,True,False,True,PASS
/zh/blog/steel-warehouse-supplier-nigeria-guide/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/zh/blog/steel-workshop-cost-factory-building-price/,blog,MIGRATE_CONTENT,UNRESOLVED,,,False,False,False,False,True,PASS
/zh/blog/top-10-steel-structure-manufacturers-in-china/,blog,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/zh/blog/zhongguo-gangjiegou-changjia-paiming/,blog,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/zh/components/,component,KEEP,KEEP,/zh/components/,True,False,False,False,False,True,PASS
/zh/components/fabricated-steel-beams-columns/,component,KEEP,KEEP,/zh/components/fabricated-steel-beams-columns/,True,False,False,False,False,True,PASS
/zh/components/roof-wall-cladding-systems/,component,KEEP,KEEP,/zh/components/roof-wall-cladding-systems/,True,False,False,False,False,True,PASS
/zh/components/steel-purlins/,component,MERGE_301,P1_30_DAYS,/zh/components/,True,False,False,False,False,True,PASS
/zh/components/steel-trusses/,component,MERGE_301,P1_30_DAYS,/zh/components/,True,False,False,False,False,True,PASS
/zh/contact/,contact,KEEP,KEEP,/zh/contact/,True,False,False,False,False,True,PASS
/zh/countries/,country,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/zh/countries/indonesia/,country,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/zh/countries/kenya/,country,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/zh/countries/nigeria/,country,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/zh/countries/saudi-arabia/,country,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/zh/countries/vietnam/,country,MIGRATE_CONTENT,DROP_CANDIDATE,,,False,False,False,False,True,PASS
/zh/engineering-design/,service,KEEP,KEEP,/zh/engineering-design/,True,False,False,False,False,True,PASS
/zh/export-delivery/,service,KEEP,KEEP,/zh/export-delivery/,True,False,False,False,False,True,PASS
/zh/faq/,resource,MIGRATE_CONTENT,P1_30_DAYS,,,False,False,False,False,True,PASS
/zh/landing/,landing,RETAIN_TEMPORARILY,LEGACY_PRESERVE,,,False,False,False,False,True,PASS
/zh/manufacturing-quality/,manufacturing,KEEP,KEEP,/zh/manufacturing-quality/,True,False,False,False,False,True,PASS
/zh/privacy/,legal,KEEP,KEEP,/zh/privacy/,True,False,False,False,False,True,PASS
/zh/products/,product,KEEP,KEEP,/zh/products/,True,False,False,False,False,True,PASS
/zh/products/agriculture-special/,product,MERGE_301,SAFE_MERGE,/zh/products/,True,False,False,True,False,True,PASS
/zh/products/commercial-public/,product,MERGE_301,SAFE_MERGE,/zh/products/,True,False,False,True,False,True,PASS
/zh/products/custom-engineering/,product,KEEP,KEEP,/zh/products/custom-engineering/,True,False,False,False,False,True,PASS
/zh/products/industrial/,product,MERGE_301,SAFE_MERGE,/zh/products/,True,False,False,True,False,True,PASS
/zh/products/mining-energy/,product,MERGE_301,SAFE_MERGE,/zh/products/,True,False,False,True,False,True,PASS
/zh/products/residential-light/,product,MERGE_301,SAFE_MERGE,/zh/products/,True,False,False,True,False,True,PASS
/zh/projects/,project,KEEP,KEEP,/zh/projects/,True,False,False,False,False,True,PASS
/zh/projects/brazil-chinese-supermarket/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/projects/china-cnooc-pipe-rack/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,False,True,PASS
/zh/projects/china-huarun-center/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,False,True,PASS
/zh/projects/china-qianhai-dreamfactory/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,False,True,PASS
/zh/projects/cnooc-pr6-pipe-rack-frame/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/zh/projects/cnooc-pr6-pipe-rack/,True,False,False,True,False,True,PASS
/zh/projects/cnpc-sixth-construction-cracking-furnace/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/zh/projects/cnpc-cracking-furnace/,True,False,False,True,False,True,PASS
/zh/projects/cnpc-sixth-construction-liquid-furnace/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/zh/projects/cnpc-liquid-furnace/,True,False,False,True,False,True,PASS
/zh/projects/dubai-industrial-warehouse/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/projects/ethiopia-textile-factory/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/projects/futian-bonded-zone-customs/,project,KEEP,KEEP,/zh/projects/futian-bonded-zone-customs/,True,False,False,False,False,True,PASS
/zh/projects/guangdong-yixian-biotech-manufacturing/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/zh/projects/yixian-biotech-manufacturing/,True,False,False,True,False,True,PASS
/zh/projects/guangzhou-gongkong-high-end-equipment-base/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/zh/projects/guangzhou-high-end-equipment-base/,True,False,False,True,False,True,PASS
/zh/projects/huarun-center-commercial-residential/,project,301_ONE_TO_ONE,301_ONE_TO_ONE,/zh/projects/dongguan-huarun-center/,True,False,False,True,False,True,PASS
/zh/projects/indonesia-mining-steel-structure/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,True,True,PASS
/zh/projects/kenya-dairy-farm/,project,GONE_410_CANDIDATE,GONE_410_CANDIDATE,,,False,False,False,False,True,PASS
